timestamp,consumption,hour,dayofweek,month,year,dayofyear,quarter,consumption_lag_1d,consumption_lag_1w,consumption_rolling_mean_24h,consumption_rolling_std_24h
2020-01-09 08:00:00,43.54340150169855,8,3,1,2020,9,1,40.83328407736032,47.3604680697762,34.95675109427848,8.492671941619577
2020-01-09 09:00:00,36.76964960186364,9,3,1,2020,9,1,40.27856702062629,37.09321507689697,34.81054620183003,8.42702128929269
2020-01-09 10:00:00,35.912996415174725,10,3,1,2020,9,1,38.49096967646119,38.85709471639839,34.703130649276424,8.39443600594641
2020-01-09 11:00:00,32.62518993369867,11,3,1,2020,9,1,34.851570245218795,28.7500465006214,34.61036480296309,8.405019349180785
2020-01-09 12:00:00,34.607471725693074,12,3,1,2020,9,1,31.696381178808657,33.856616263042305,34.73166024241661,8.382112584657932
2020-01-09 13:00:00,32.17784282749776,13,3,1,2020,9,1,31.630842537871164,28.69874491170789,34.75445192115105,8.374054411720067
2020-01-09 14:00:00,29.24851831254406,14,3,1,2020,9,1,20.369552044359768,28.07783163916444,35.12440884899206,7.893242109646453
2020-01-09 15:00:00,27.89346832701685,15,3,1,2020,9,1,29.57585117903989,29.41094885619702,35.0543095634911,7.95191338148876
2020-01-09 16:00:00,23.338333178916365,16,3,1,2020,9,1,26.40282393990833,23.20544960960365,34.92662244844977,8.119707402574178
2020-01-09 17:00:00,19.72830218675879,17,3,1,2020,9,1,19.363267412714123,21.400372690522527,34.94183223070163,8.089572670198596
2020-01-09 18:00:00,23.682982345883232,18,3,1,2020,9,1,22.47460011624852,25.8422625522649,34.99218149026974,8.011991720758164
2020-01-09 19:00:00,25.09772778422052,19,3,1,2020,9,1,25.396560525786263,27.8082041018104,34.97973012603784,8.02776922894157
2020-01-09 20:00:00,31.63266432565931,20,3,1,2020,9,1,33.545354903302325,32.04451111078706,34.90003468530271,8.052085327298323
2020-01-09 21:00:00,35.54906190516131,21,3,1,2020,9,1,30.2598741996444,30.544050561169957,35.12041750636592,7.991719349230545
2020-01-09 22:00:00,32.67722792573401,22,3,1,2020,9,1,30.225745906553826,35.3662379775013,35.22256259049842,7.941950412148845
2020-01-09 23:00:00,35.63851056870062,23,3,1,2020,9,1,34.43053083524555,30.177688478681997,35.272895079392384,7.940540321721736
2020-01-10 00:00:00,38.22987061176611,0,4,1,2020,10,1,41.919185796792775,39.07905076940997,35.11917361334961,7.841371749116458
2020-01-10 01:00:00,40.10218560803637,1,4,1,2020,10,1,42.23538579632165,41.66492663135297,35.03029027217105,7.768956836768998
2020-01-10 02:00:00,41.517778239851566,2,4,1,2020,10,1,38.23269042645496,30.706273459778625,35.167168931062584,7.856280657218693
2020-01-10 03:00:00,43.27753988602604,3,4,1,2020,10,1,45.89585006401154,43.44065595379933,35.058072673646514,7.717777960595362
2020-01-10 04:00:00,50.17570810425559,4,4,1,2020,10,1,44.529349436718704,43.36838762004398,35.29333761812722,8.095848775653735
2020-01-10 05:00:00,43.2292710518103,5,4,1,2020,10,1,50.81493810904438,43.25563681277985,34.977268157409135,7.596180419269327
2020-01-10 06:00:00,46.55998912702948,6,4,1,2020,10,1,43.91720407108625,42.915356271651135,35.08738420140677,7.749027899796652
2020-01-10 07:00:00,46.85792847594576,7,4,1,2020,10,1,38.881529338765525,34.93627311845312,35.41973416545594,8.08269807310135
2020-01-10 08:00:00,49.85507065712834,8,4,1,2020,10,1,43.54340150169855,41.63423043996682,35.68272038026552,8.452720873748623
2020-01-10 09:00:00,40.25497011534443,9,4,1,2020,10,1,36.76964960186364,39.168010606927794,35.82794206832722,8.502002787776823
2020-01-10 10:00:00,43.24413508490223,10,4,1,2020,10,1,35.912996415174725,39.38531574712057,36.13340617956587,8.635836524865072
2020-01-10 11:00:00,32.24295163871137,11,4,1,2020,10,1,32.62518993369867,36.0864611862349,36.117479583941396,8.642937389891356
2020-01-10 12:00:00,30.774036185833847,12,4,1,2020,10,1,34.607471725693074,33.215293156760005,35.95775310311393,8.707239359683596
2020-01-10 13:00:00,31.305701382288223,13,4,1,2020,10,1,32.17784282749776,29.132311538044625,35.9214138762302,8.725501275528181
2020-01-10 14:00:00,26.486797275479955,14,4,1,2020,10,1,29.24851831254406,30.62876377006809,35.80634216635253,8.83485495304267
2020-01-10 15:00:00,30.859283335648783,15,4,1,2020,10,1,27.89346832701685,27.797026681050863,35.929917791712185,8.739591432055093
2020-01-10 16:00:00,22.375833115374288,16,4,1,2020,10,1,23.338333178916365,27.74112423729177,35.88981362239794,8.801870234240479
2020-01-10 17:00:00,22.94239370866047,17,4,1,2020,10,1,19.72830218675879,24.727161161386217,36.02373410247717,8.566588152280207
2020-01-10 18:00:00,24.488386470907457,18,4,1,2020,10,1,23.682982345883232,27.246417457312877,36.05729260768651,8.517580315806356
2020-01-10 19:00:00,30.53928827200256,19,4,1,2020,10,1,25.09772778422052,21.854481359324257,36.28402429467743,8.282337279264805
2020-01-10 20:00:00,25.38548834820096,20,4,1,2020,10,1,31.63266432565931,29.32448940139347,36.02372529561667,8.529361949565125
2020-01-10 21:00:00,31.22652789942598,21,4,1,2020,10,1,35.54906190516131,29.14832583528389,35.843619712044365,8.585274643369772
2020-01-10 22:00:00,29.629274762400264,22,4,1,2020,10,1,32.67722792573401,30.32427694881414,35.71662166357213,8.656398985855086
2020-01-10 23:00:00,32.14837196780599,23,4,1,2020,10,1,35.63851056870062,34.583082380765546,35.57119922186818,8.687030208315214
2020-01-11 00:00:00,36.70369127839603,0,5,1,2020,11,1,38.22987061176611,34.68531117326468,35.50760841631109,8.672295498859944
2020-01-11 01:00:00,33.60462542725105,1,5,1,2020,11,1,40.10218560803637,33.51284996120294,35.23687674211171,8.623911201319329
2020-01-11 02:00:00,41.6547377958612,2,5,1,2020,11,1,41.517778239851566,33.78783923308524,35.242583390278774,8.6282923311487
2020-01-11 03:00:00,39.21170012251312,3,5,1,2020,11,1,43.27753988602604,40.711184204542285,35.073173400132404,8.502673299722568
2020-01-11 04:00:00,38.132567043321615,4,5,1,2020,11,1,50.17570810425559,36.88971757187281,34.571375855926824,7.907139154305266
2020-01-11 05:00:00,41.17037200788193,5,5,1,2020,11,1,43.2292710518103,46.26434039446231,34.48558839576314,7.819809055264975
2020-01-11 06:00:00,44.15416245681282,6,5,1,2020,11,1,46.55998912702948,39.77864282162979,34.385345617837444,7.672326099307546
2020-01-11 07:00:00,39.572477001270194,7,5,1,2020,11,1,46.85792847594576,34.27365546586884,34.081785139725966,7.292089080129076
2020-01-11 08:00:00,33.82662652612545,8,5,1,2020,11,1,49.85507065712834,38.67742531009837,33.413933300934175,6.472614203829338
2020-01-11 09:00:00,33.45330713718729,9,5,1,2020,11,1,40.25497011534443,32.45298387072828,33.130530676844295,6.306839120778493
2020-01-11 10:00:00,38.60769374280293,10,5,1,2020,11,1,43.24413508490223,32.08362118074726,32.93734562092349,6.049332276994647
2020-01-11 11:00:00,27.464940095450338,11,5,1,2020,11,1,32.24295163871137,33.80034142569839,32.73826180662095,6.1509472491151485
2020-01-11 12:00:00,27.52253979691518,12,5,1,2020,11,1,30.774036185833847,28.881097834307788,32.602782790416,6.231374200012401
2020-01-11 13:00:00,24.36714880511024,13,5,1,2020,11,1,31.305701382288223,18.48435152141973,32.313676433033585,6.451248038921594
2020-01-11 14:00:00,24.44023468330799,14,5,1,2020,11,1,26.486797275479955,29.36270980511173,32.22840299169309,6.544469539759437
2020-01-11 15:00:00,17.532626768918792,15,5,1,2020,11,1,30.859283335648783,22.3328843215938,31.67312563474601,7.1983791512826505
2020-01-11 16:00:00,12.650481895876448,16,5,1,2020,11,1,22.375833115374288,23.336186604817915,31.267902667266927,7.976224524426722
2020-01-11 17:00:00,22.28749803303084,17,5,1,2020,11,1,22.94239370866047,18.94507733820176,31.240615347449026,8.007005964617184
2020-01-11 18:00:00,21.371666615065525,18,5,1,2020,11,1,24.488386470907457,22.847135568351728,31.11075202012228,8.145359122973929
2020-01-11 19:00:00,21.96637452717413,19,5,1,2020,11,1,30.53928827200256,25.797600948237456,30.753547280754432,8.356743993740766
2020-01-11 20:00:00,18.501294685319667,20,5,1,2020,11,1,25.38548834820096,25.14171537750511,30.466705878134377,8.661599107459809
2020-01-11 21:00:00,21.913501828152533,21,5,1,2020,11,1,31.22652789942598,34.75297253797117,30.078663125164653,8.832996431374282
2020-01-11 22:00:00,29.882845748942906,22,5,1,2020,11,1,29.629274762400264,33.529176778165734,30.089228582937256,8.832587174415963
2020-01-11 23:00:00,36.09615608469121,23,5,1,2020,11,1,32.14837196780599,28.6374800532468,30.253719587807478,8.90903167531252
2020-01-12 00:00:00,36.45746387156052,0,6,1,2020,12,1,36.70369127839603,31.12181305814413,30.243460112522666,8.90141958921358
2020-01-12 01:00:00,39.62550311067311,1,6,1,2020,12,1,33.60462542725105,30.278603143774127,30.49433001599858,9.0832527876913
2020-01-12 02:00:00,38.14496519814471,2,6,1,2020,12,1,41.6547377958612,39.97687397168726,30.34808949109373,8.922590561646048
2020-01-12 03:00:00,39.52894267386261,3,6,1,2020,12,1,39.21170012251312,38.293775467200064,30.36130793073329,8.93651666379959
2020-01-12 04:00:00,40.54370769294814,4,6,1,2020,12,1,38.132567043321615,37.23863576254233,30.46177212446773,9.040626073250342
2020-01-12 05:00:00,43.2699630167625,5,6,1,2020,12,1,41.17037200788193,41.618525548801024,30.549255083171087,9.158149422313201
2020-01-12 06:00:00,42.54772074061865,6,6,1,2020,12,1,44.15416245681282,37.93175945433333,30.482320011662996,9.059732373312308
2020-01-12 07:00:00,38.188502875086975,7,6,1,2020,12,1,39.572477001270194,35.37730083062459,30.424654423072027,9.003588072432771
2020-01-12 08:00:00,35.85467634534057,8,6,1,2020,12,1,33.82662652612545,42.17388672269141,30.509156498872656,9.046320673074163
2020-01-12 09:00:00,37.58545602070915,9,6,1,2020,12,1,33.45330713718729,35.64438905172908,30.681329369019405,9.143590426871262
2020-01-12 10:00:00,32.77157084938684,10,6,1,2020,12,1,38.60769374280293,28.02850000380828,30.43815758179373,9.000104667015425
2020-01-12 11:00:00,33.44180137573289,11,6,1,2020,12,1,27.464940095450338,32.10415932685584,30.68719346847217,8.996948113636225
2020-01-12 12:00:00,22.205620797506963,12,6,1,2020,12,1,27.52253979691518,29.3556254077937,30.465655176830165,9.142544775193644
2020-01-12 13:00:00,29.37697368951204,13,6,1,2020,12,1,24.36714880511024,25.49840650331993,30.674397880346906,9.054013179973499
2020-01-12 14:00:00,20.590817196516326,14,6,1,2020,12,1,24.44023468330799,25.45657228748091,30.51400548506392,9.202138098906415
2020-01-12 15:00:00,24.7187564938444,15,6,1,2020,12,1,17.532626768918792,26.50387847632956,30.813427556935817,8.87238505321599
2020-01-12 16:00:00,21.984876709468708,16,6,1,2020,12,1,12.650481895876448,14.367370406142712,31.20236067416883,8.222350874969537
2020-01-12 17:00:00,20.044434868624226,17,6,1,2020,12,1,22.28749803303084,16.436853795543225,31.10889970898522,8.33999565602783
2020-01-12 18:00:00,19.205581521368565,18,6,1,2020,12,1,21.371666615065525,24.52921302899432,31.018646163414513,8.460796838230241
2020-01-12 19:00:00,19.95200886202397,19,6,1,2020,12,1,21.96637452717413,23.62495258719113,30.934714260699923,8.563864126845822
2020-01-12 20:00:00,25.809335665470627,20,6,1,2020,12,1,18.501294685319667,23.343409649059296,31.239215968206214,8.22580498098823
2020-01-12 21:00:00,29.16184799648187,21,6,1,2020,12,1,21.913501828152533,19.882254849703152,31.5412303918866,7.998441051469239
2020-01-12 22:00:00,29.164772304210874,22,6,1,2020,12,1,29.882845748942906,29.807397165452343,31.511310665022773,8.006253511543187
2020-01-12 23:00:00,29.90200849470561,23,6,1,2020,12,1,36.09615608469121,29.60511290917849,31.2532211821067,7.951681783556651
2020-01-13 00:00:00,37.71760680272364,0,0,1,2020,13,1,36.45746387156052,38.36867460198115,31.305727137571832,7.991600394143339
2020-01-13 01:00:00,40.67231506259345,1,0,1,2020,13,1,39.62550311067311,45.34279324013391,31.34934430223518,8.041682729805899
2020-01-13 02:00:00,46.559153126540856,2,0,1,2020,13,1,38.14496519814471,40.47769898092354,31.699935465918355,8.520020124214554
2020-01-13 03:00:00,42.76528574440935,3,0,1,2020,13,1,39.52894267386261,49.83432304673985,31.834783093857798,8.673546230346112
2020-01-13 04:00:00,42.271848021708834,4,0,1,2020,13,1,40.54370769294814,49.058434375330336,31.906788940889495,8.755772796961502
2020-01-13 05:00:00,41.275337026027024,5,0,1,2020,13,1,43.2699630167625,47.17096517725801,31.82367952460885,8.652076938891378
2020-01-13 06:00:00,44.90385189214176,6,0,1,2020,13,1,42.54772074061865,39.83689500191392,31.921851655922314,8.791296476442415
2020-01-13 07:00:00,41.58146282133149,7,0,1,2020,13,1,38.188502875086975,41.00523830339391,32.063224987015836,8.922750726821064
2020-01-13 08:00:00,42.10544398274095,8,0,1,2020,13,1,35.85467634534057,44.39840971831561,32.323673638574185,9.127119425602562
2020-01-13 09:00:00,39.29584837517788,9,0,1,2020,13,1,37.58545602070915,40.50777331316615,32.394939986677045,9.176534537034097
2020-01-13 10:00:00,38.92647889790895,10,0,1,2020,13,1,32.77157084938684,37.08975453848758,32.651394488698806,9.273015494666202
2020-01-13 11:00:00,32.93725660155812,11,0,1,2020,13,1,33.44180137573289,38.2436695433705,32.630371789774856,9.27171749857308
2020-01-13 12:00:00,34.53113228016117,12,0,1,2020,13,1,22.205620797506963,29.19174574105843,33.14393476821878,9.006752718860465
2020-01-13 13:00:00,32.20796166699031,13,0,1,2020,13,1,29.37697368951204,26.4431912861812,33.261892600613706,8.973751062579758
2020-01-13 14:00:00,24.006904146174136,14,0,1,2020,13,1,20.590817196516326,34.13723358744045,33.40422955684945,8.789225644872937
2020-01-13 15:00:00,25.47132289583494,15,0,1,2020,13,1,24.7187564938444,27.316505533501783,33.43558649026572,8.758179229648684
2020-01-13 16:00:00,28.390748608686685,16,0,1,2020,13,1,21.984876709468708,21.184051474001187,33.7024978193998,8.487466497631088
2020-01-13 17:00:00,27.398790706490136,17,0,1,2020,13,1,20.044434868624226,24.611538479237545,34.00892931264422,8.096680605870915
2020-01-13 18:00:00,20.81837443504819,18,0,1,2020,13,1,19.205581521368565,27.76675921489463,34.07612901738087,7.974243047385885
2020-01-13 19:00:00,24.24349300189254,19,0,1,2020,13,1,19.95200886202397,25.93072285230794,34.254940856542056,7.686688925867735
2020-01-13 20:00:00,25.242313559903188,20,0,1,2020,13,1,25.809335665470627,31.0186041424992,34.231314935476746,7.714596836701656
2020-01-13 21:00:00,30.26678891386759,21,0,1,2020,13,1,29.16184799648187,29.70778401274089,34.27735414036782,7.686272916685138
2020-01-13 22:00:00,33.565680021373055,22,0,1,2020,13,1,29.164772304210874,33.572962423179895,34.460725295249574,7.611127975977509
2020-01-13 23:00:00,34.6915062999366,23,0,1,2020,13,1,29.90200849470561,35.66871814136411,34.66028770380087,7.548938151131708
2020-01-14 00:00:00,38.55092427344286,0,1,1,2020,14,1,37.71760680272364,39.21291764870859,34.695009265080834,7.565510024997723
2020-01-14 01:00:00,36.987595772155466,1,1,1,2020,14,1,40.67231506259345,42.842480664300425,34.54147929464592,7.47579199827412
2020-01-14 02:00:00,50.75607429040896,2,1,1,2020,14,1,46.559153126540856,45.10116574222901,34.71635100980709,7.81071282661931
2020-01-14 03:00:00,42.614773267893966,3,1,1,2020,14,1,42.76528574440935,41.677892414085335,34.71007965661895,7.80402678016239
2020-01-14 04:00:00,40.55420410310437,4,1,1,2020,14,1,42.271848021708834,46.50134364950639,34.63851116001043,7.739272244777681
2020-01-14 05:00:00,46.28920711645827,5,1,1,2020,14,1,41.275337026027024,45.26207772076536,34.847422413778396,7.989829151514586
2020-01-14 06:00:00,44.57660494805605,6,1,1,2020,14,1,44.90385189214176,42.34994080383383,34.83378712444149,7.972180607926687
2020-01-14 07:00:00,43.03122532501907,7,1,1,2020,14,1,41.58146282133149,40.14711998869399,34.89419389542848,8.030809028806273
2020-01-14 08:00:00,43.888400739338735,8,1,1,2020,14,1,42.10544398274095,44.72497644114012,34.96848376028672,8.108290784953649
2020-01-14 09:00:00,41.67398889274022,9,1,1,2020,14,1,39.29584837517788,35.47205645424219,35.06757294851848,8.177707752561863
2020-01-14 10:00:00,34.305906851063384,10,1,1,2020,14,1,38.92647889790895,32.35771736288453,34.87504911323325,8.137199079726232
2020-01-14 11:00:00,35.31001681249098,11,1,1,2020,14,1,32.93725660155812,39.7257917911989,34.973914122022116,8.127039618173253
2020-01-14 12:00:00,32.85939638556858,12,1,1,2020,14,1,34.53113228016117,33.052194520902546,34.90425845974743,8.138156135574208
2020-01-14 13:00:00,20.9018558931562,13,1,1,2020,14,1,32.20796166699031,33.322464322943404,34.43317071917101,8.614324660045012
2020-01-14 14:00:00,28.96340272163585,14,1,1,2020,14,1,24.006904146174136,26.58095759470017,34.639691493148575,8.41049877648483
2020-01-14 15:00:00,29.69853317668532,15,1,1,2020,14,1,25.47132289583494,26.23264558788848,34.81582525485068,8.252932998312703
2020-01-14 16:00:00,24.072411331216014,16,1,1,2020,14,1,28.390748608686685,25.32925705478525,34.635894534956066,8.443966464433727
2020-01-14 17:00:00,23.61123754702159,17,1,1,2020,14,1,27.398790706490136,25.71195665693224,34.47807981997821,8.61869242645553
2020-01-14 18:00:00,22.14542321860992,18,1,1,2020,14,1,20.81837443504819,22.318106750448727,34.533373519293285,8.531058985363133
2020-01-14 19:00:00,29.287866715864077,19,1,1,2020,14,1,24.24349300189254,27.91890159129655,34.74355575737543,8.326201997768065
2020-01-14 20:00:00,30.9832282396702,20,1,1,2020,14,1,25.242313559903188,22.49402734332783,34.98276053569906,8.121316339003188
2020-01-14 21:00:00,28.249972774435346,21,1,1,2020,14,1,30.26678891386759,23.56437040067424,34.89872652988938,8.182440053736519
2020-01-14 22:00:00,30.43994033407461,22,1,1,2020,14,1,33.565680021373055,36.624348984429005,34.76848737625195,8.229322302948596
2020-01-14 23:00:00,33.90348477576063,23,1,1,2020,14,1,34.6915062999366,33.1646070079031,34.735653146077944,8.23121465321044
2020-01-15 00:00:00,38.165678264491405,0,2,1,2020,15,1,38.55092427344286,35.38627703360616,34.7196012290383,8.22382321949567
2020-01-15 01:00:00,43.20258181467193,1,2,1,2020,15,1,36.987595772155466,35.44279452882425,34.97855898080982,8.394425980589318
2020-01-15 02:00:00,47.59085688694014,2,2,1,2020,15,1,50.75607429040896,42.25822819900589,34.84667492233195,8.157284130613485
2020-01-15 03:00:00,40.20865298763353,3,2,1,2020,15,1,42.614773267893966,46.68692439885514,34.74641991065443,8.072001454742793
2020-01-15 04:00:00,51.708011683966575,4,2,1,2020,15,1,40.55420410310437,42.37841508159117,35.21116189319036,8.7162950041212
2020-01-15 05:00:00,40.14171650980193,5,2,1,2020,15,1,46.28920711645827,46.23100252218104,34.955016451246344,8.463245340458688
2020-01-15 06:00:00,41.92841868218928,6,2,1,2020,15,1,44.57660494805605,44.04048193077576,34.84467535683523,8.348837900482083
2020-01-15 07:00:00,45.99659861227497,7,2,1,2020,15,1,43.03122532501907,42.55420407460845,34.96823257713756,8.495908394426554
2020-01-15 08:00:00,37.90881581852617,8,2,1,2020,15,1,43.888400739338735,40.83328407736032,34.71908320543704,8.308556059348524
2020-01-15 09:00:00,37.27215885668462,9,2,1,2020,15,1,41.67398889274022,40.27856702062629,34.535673620601386,8.196177612667553
2020-01-15 10:00:00,33.67600122560812,10,2,1,2020,15,1,34.305906851063384,38.49096967646119,34.50942755287408,8.197953728922254
2020-01-15 11:00:00,34.76688247010661,11,2,1,2020,15,1,35.31001681249098,34.851570245218795,34.486796955274734,8.19639711748454
2020-01-15 12:00:00,29.98440555025628,12,2,1,2020,15,1,32.85939638556858,31.696381178808657,34.36700567047006,8.242097633428997
2020-01-15 13:00:00,32.956978667629684,13,2,1,2020,15,1,20.9018558931562,31.630842537871164,34.86930245273978,7.7377186178856405
2020-01-15 14:00:00,29.06719896522824,14,2,1,2020,15,1,28.96340272163585,20.369552044359768,34.8736272962228,7.734302365222077
2020-01-15 15:00:00,30.31749894026087,15,2,1,2020,15,1,29.69853317668532,29.57585117903989,34.89941753637178,7.717308902263224
2020-01-15 16:00:00,21.749041512906707,16,2,1,2020,15,1,24.072411331216014,26.40282393990833,34.802610460608896,7.872050480053923
2020-01-15 17:00:00,26.02920873434661,17,2,1,2020,15,1,23.61123754702159,19.363267412714123,34.90335926008077,7.736905498568761
2020-01-15 18:00:00,28.033923904052784,18,2,1,2020,15,1,22.14542321860992,22.47460011624852,35.14871345530755,7.400801060292578
2020-01-15 19:00:00,22.254731251960493,19,2,1,2020,15,1,29.287866715864077,25.396560525786263,34.85566614431157,7.772853839972012
2020-01-15 20:00:00,21.46438397384316,20,2,1,2020,15,1,30.9832282396702,33.545354903302325,34.45904763323544,8.20962377946438
2020-01-15 21:00:00,35.236080480478094,21,2,1,2020,15,1,28.249972774435346,30.2598741996444,34.750135454320564,8.10305851644511
2020-01-15 22:00:00,31.63164678536451,22,2,1,2020,15,1,30.43994033407461,30.225745906553826,34.79978988979097,8.079113797920412
2020-01-15 23:00:00,38.30275582529853,23,2,1,2020,15,1,33.90348477576063,34.43053083524555,34.983092850188385,8.107749493553849
2020-01-16 00:00:00,39.83555412161176,0,3,1,2020,16,1,38.165678264491405,41.919185796792775,35.05267101090173,8.14333599554473
2020-01-16 01:00:00,40.83125739108354,1,3,1,2020,16,1,43.20258181467193,42.23538579632165,34.95386582658555,8.054048135356636
2020-01-16 02:00:00,43.31717358841927,2,3,1,2020,16,1,47.59085688694014,38.23269042645496,34.77579568914718,7.805926565952783
2020-01-16 03:00:00,41.49392403167802,3,3,1,2020,16,1,40.20865298763353,45.89585006401154,34.829348649315705,7.849108893349289
2020-01-16 04:00:00,45.37695082782014,4,3,1,2020,16,1,51.708011683966575,44.529349436718704,34.56555444697627,7.347547027475742
2020-01-16 05:00:00,45.68571857392064,5,3,1,2020,16,1,40.14171650980193,50.81493810904438,34.79655453298121,7.612838384819926
2020-01-16 06:00:00,40.49581745005494,6,3,1,2020,16,1,41.92841868218928,43.91720407108625,34.736862814975616,7.559919160524558
2020-01-16 07:00:00,43.3835116506251,7,3,1,2020,16,1,45.99659861227497,38.881529338765525,34.62798419157354,7.40799528114334
2020-01-16 08:00:00,47.185910433184205,8,3,1,2020,16,1,37.90881581852617,43.54340150169855,35.01452980051762,7.817357218015705
2020-01-16 09:00:00,37.86302596071694,9,3,1,2020,16,1,37.27215885668462,36.76964960186364,35.039149263185635,7.825702340177145
2020-01-16 10:00:00,34.78551553530125,10,3,1,2020,16,1,33.67600122560812,35.912996415174725,35.08537902608952,7.820575033356719
2020-01-16 11:00:00,35.17900867993074,11,3,1,2020,16,1,34.76688247010661,32.62518993369867,35.10255095149885,7.820297748306083
2020-01-16 12:00:00,32.12604979282692,12,3,1,2020,16,1,29.98440555025628,34.607471725693074,35.19178612827263,7.771422970972477
2020-01-16 13:00:00,33.95813971484157,13,3,1,2020,16,1,32.956978667629684,32.17784282749776,35.23350117190646,7.761586291437513
2020-01-16 14:00:00,25.7844621294229,14,3,1,2020,16,1,29.06719896522824,29.24851831254406,35.096720470414574,7.902622408284002
2020-01-16 15:00:00,27.153312889478848,15,3,1,2020,16,1,30.31749894026087,27.89346832701685,34.96487938496532,8.011466611597541
2020-01-16 16:00:00,28.116163106421848,16,3,1,2020,16,1,21.749041512906707,23.338333178916365,35.230176118028446,7.65216679920804
